conforming_loan_limit,derived_sex,action_taken,loan_amount,loan_term,property_value,income,debt_to_income_ratio
C,Female,3,75000.0,240.0,65000.0,67.0,40
C,Male,3,365000.0,360.0,455000.0,0.0,>60%
C,Male,3,155000.0,360.0,155000.0,38.0,30%-<36%
C,Male,3,105000.0,360.0,115000.0,21.0,47
C,Female,3,415000.0,360.0,525000.0,174.0,44
C,Female,3,145000.0,360.0,145000.0,67.0,>60%
C,Joint,3,125000.0,276.0,115000.0,78.0,30%-<36%
C,Joint,3,305000.0,360.0,435000.0,34.0,>60%
C,Joint,3,45000.0,240.0,45000.0,72.0,30%-<36%
C,Joint,3,65000.0,240.0,65000.0,28.0,>60%
NC,Joint,3,515000.0,360.0,615000.0,262.0,20%-<30%
C,Sex Not Available,3,25000.0,276.0,25000.0,23.0,30%-<36%
C,Female,3,125000.0,240.0,125000.0,33.0,>60%
C,Female,3,25000.0,240.0,35000.0,66.0,36
C,Sex Not Available,3,205000.0,360.0,215000.0,85.0,30%-<36%
C,Male,3,65000.0,240.0,65000.0,46.0,50%-60%
C,Female,3,55000.0,276.0,55000.0,22.0,50%-60%
C,Female,3,55000.0,360.0,55000.0,38.0,30%-<36%
C,Joint,3,175000.0,300.0,185000.0,22.0,>60%
C,Male,3,105000.0,360.0,125000.0,72.0,<20%
C,Female,3,45000.0,240.0,45000.0,42.0,50%-60%
C,Joint,3,85000.0,240.0,85000.0,60.0,<20%
C,Female,3,55000.0,240.0,55000.0,54.0,>60%
C,Male,3,25000.0,360.0,155000.0,17.0,>60%
C,Female,3,35000.0,144.0,35000.0,57.0,50%-60%
C,Joint,3,65000.0,360.0,85000.0,72.0,43
C,Joint,3,55000.0,180.0,55000.0,36.0,20%-<30%
C,Female,3,65000.0,240.0,65000.0,60.0,42
C,Male,3,35000.0,180.0,35000.0,26.0,50%-60%
C,Female,3,105000.0,276.0,125000.0,58.0,30%-<36%
C,Male,3,115000.0,360.0,135000.0,42.0,30%-<36%
C,Male,3,295000.0,360.0,315000.0,103.0,50%-60%
C,Female,3,55000.0,180.0,55000.0,32.0,<20%
C,Joint,3,55000.0,276.0,55000.0,51.0,47
C,Female,3,85000.0,276.0,75000.0,0.0,>60%
C,Female,3,135000.0,360.0,145000.0,34.0,30%-<36%
C,Female,3,75000.0,276.0,85000.0,34.0,47
C,Male,3,35000.0,240.0,35000.0,54.0,30%-<36%
C,Joint,3,235000.0,360.0,295000.0,66.0,36
C,Joint,3,95000.0,276.0,95000.0,42.0,50%-60%
C,Female,3,155000.0,360.0,145000.0,62.0,38
C,Sex Not Available,3,85000.0,276.0,85000.0,77.0,<20%
C,Female,3,255000.0,360.0,315000.0,50.0,>60%
C,Female,3,45000.0,276.0,65000.0,0.0,>60%
C,Joint,3,145000.0,360.0,145000.0,48.0,43
C,Sex Not Available,3,205000.0,360.0,195000.0,291.0,20%-<30%
C,Male,3,215000.0,360.0,225000.0,45.0,49
C,Female,3,105000.0,240.0,105000.0,48.0,>60%
C,Male,3,85000.0,276.0,85000.0,33.0,50%-60%
C,Male,3,425000.0,360.0,725000.0,160.0,20%-<30%
C,Female,3,185000.0,360.0,235000.0,61.0,37
C,Male,3,55000.0,240.0,55000.0,96.0,46
C,Male,3,185000.0,360.0,195000.0,33.0,41
C,Joint,3,45000.0,240.0,45000.0,77.0,38
C,Male,3,55000.0,240.0,15000.0,31.0,<20%
C,Male,3,355000.0,360.0,365000.0,79.0,42
C,Male,3,55000.0,276.0,75000.0,21.0,>60%
C,Joint,3,75000.0,276.0,75000.0,34.0,30%-<36%
C,Sex Not Available,3,335000.0,360.0,365000.0,93.0,47
NC,Female,3,885000.0,360.0,1105000.0,2605.0,<20%
C,Sex Not Available,3,265000.0,360.0,285000.0,55.0,50%-60%
C,Joint,3,165000.0,360.0,235000.0,94.0,20%-<30%
C,Male,3,175000.0,360.0,185000.0,96.0,30%-<36%
C,Female,3,585000.0,360.0,655000.0,62.0,>60%
NC,Male,3,775000.0,360.0,1105000.0,442.0,36
C,Joint,3,35000.0,240.0,35000.0,57.0,<20%
C,Joint,3,325000.0,360.0,425000.0,228.0,20%-<30%
C,Joint,3,125000.0,360.0,155000.0,47.0,36
C,Female,3,195000.0,360.0,205000.0,49.0,45
NC,Joint,3,1015000.0,360.0,1455000.0,268.0,38
NC,Female,3,675000.0,360.0,845000.0,206.0,20%-<30%
C,Joint,3,145000.0,360.0,185000.0,55.0,30%-<36%
C,Joint,3,85000.0,276.0,85000.0,156.0,20%-<30%
C,Male,3,125000.0,360.0,135000.0,61.0,42
C,Male,3,455000.0,360.0,665000.0,138.0,50%-60%
C,Joint,3,35000.0,276.0,55000.0,150.0,<20%
C,Joint,3,285000.0,360.0,335000.0,240.0,20%-<30%
C,Male,3,395000.0,360.0,495000.0,100.0,41
C,Female,3,95000.0,360.0,145000.0,31.0,36
NC,Joint,3,1255000.0,372.0,1665000.0,385.0,50%-60%
C,Female,3,145000.0,180.0,115000.0,54.0,36
C,Sex Not Available,3,105000.0,360.0,145000.0,45.0,20%-<30%
C,Female,3,115000.0,360.0,125000.0,32.0,36
C,Male,3,205000.0,360.0,255000.0,89.0,37
C,Joint,3,255000.0,360.0,395000.0,170.0,20%-<30%
C,Female,3,35000.0,276.0,35000.0,30.0,47
C,Sex Not Available,3,205000.0,360.0,225000.0,35.0,48
C,Joint,3,335000.0,360.0,395000.0,52.0,50%-60%
C,Female,3,85000.0,110.0,85000.0,38.0,>60%
C,Joint,3,45000.0,240.0,45000.0,35.0,20%-<30%
C,Joint,3,185000.0,360.0,225000.0,102.0,50%-60%
C,Male,3,355000.0,360.0,375000.0,51.0,>60%
C,Female,3,5000.0,360.0,215000.0,68.0,20%-<30%
NC,Male,3,1775000.0,360.0,2225000.0,409.0,36
C,Female,3,45000.0,180.0,45000.0,23.0,50%-60%
C,Male,3,25000.0,276.0,25000.0,12.0,50%-60%
C,Joint,3,235000.0,360.0,285000.0,157.0,20%-<30%
C,Joint,3,265000.0,360.0,335000.0,116.0,50%-60%
C,Female,3,95000.0,276.0,95000.0,38.0,46
C,Male,3,85000.0,276.0,95000.0,66.0,20%-<30%
C,Male,3,275000.0,360.0,295000.0,76.0,>60%
C,Sex Not Available,3,95000.0,360.0,105000.0,88.0,20%-<30%
C,Male,3,155000.0,360.0,165000.0,58.0,>60%
NC,Female,3,995000.0,360.0,1335000.0,270.0,30%-<36%
C,Male,3,245000.0,360.0,285000.0,146.0,20%-<30%
C,Male,3,75000.0,360.0,75000.0,52.0,20%-<30%
C,Female,3,165000.0,240.0,165000.0,35.0,<20%
C,Male,3,285000.0,360.0,305000.0,125.0,30%-<36%
C,Male,3,115000.0,360.0,235000.0,34.0,39
C,Male,3,155000.0,360.0,165000.0,106.0,50%-60%
C,Male,3,495000.0,360.0,615000.0,133.0,43
C,Male,3,85000.0,300.0,85000.0,57.0,37
C,Joint,3,65000.0,240.0,105000.0,22.0,30%-<36%
C,Male,3,365000.0,360.0,465000.0,54.0,>60%
C,Female,3,65000.0,240.0,65000.0,15.0,>60%
C,Female,3,15000.0,276.0,15000.0,36.0,<20%
C,Joint,3,105000.0,240.0,105000.0,52.0,38
C,Female,3,45000.0,240.0,45000.0,48.0,30%-<36%
C,Male,3,145000.0,360.0,125000.0,51.0,38
C,Male,3,335000.0,360.0,355000.0,90.0,30%-<36%
C,Female,3,145000.0,360.0,145000.0,35.0,50%-60%
C,Male,3,275000.0,360.0,305000.0,82.0,43
C,Joint,3,605000.0,360.0,635000.0,144.0,30%-<36%
C,Joint,3,65000.0,144.0,65000.0,38.0,50%-60%
C,Female,3,65000.0,276.0,65000.0,19.0,>60%
C,Sex Not Available,3,75000.0,360.0,85000.0,27.0,38
C,Sex Not Available,3,195000.0,360.0,225000.0,89.0,30%-<36%
C,Joint,3,25000.0,60.0,25000.0,37.0,30%-<36%
C,Male,3,65000.0,240.0,75000.0,48.0,47
C,Male,3,175000.0,360.0,195000.0,41.0,50%-60%
C,Male,3,75000.0,240.0,75000.0,38.0,>60%
C,Male,3,395000.0,360.0,495000.0,172.0,36
C,Male,3,105000.0,276.0,95000.0,39.0,39
C,Joint,3,75000.0,240.0,95000.0,138.0,<20%
C,Female,3,45000.0,180.0,55000.0,19.0,39
C,Male,3,55000.0,276.0,65000.0,51.0,20%-<30%
C,Male,3,45000.0,240.0,45000.0,33.0,50%-60%
C,Male,3,85000.0,276.0,85000.0,26.0,>60%
C,Female,3,35000.0,120.0,35000.0,29.0,>60%
C,Female,3,85000.0,240.0,85000.0,17.0,50%-60%
C,Male,3,85000.0,360.0,105000.0,50.0,20%-<30%
C,Male,3,45000.0,240.0,45000.0,23.0,36
C,Male,3,35000.0,240.0,45000.0,46.0,39
C,Male,3,95000.0,276.0,105000.0,77.0,20%-<30%
C,Male,3,195000.0,360.0,205000.0,145.0,38
C,Female,3,425000.0,360.0,455000.0,235.0,50%-60%
C,Joint,3,105000.0,360.0,105000.0,10.0,>60%
C,Male,3,625000.0,360.0,655000.0,164.0,30%-<36%
C,Joint,3,65000.0,180.0,75000.0,65.0,30%-<36%
C,Joint,3,365000.0,360.0,805000.0,160.0,20%-<30%
C,Male,3,105000.0,360.0,505000.0,67.0,30%-<36%
C,Male,3,65000.0,180.0,65000.0,62.0,<20%
C,Male,3,25000.0,240.0,25000.0,30.0,37
C,Male,3,125000.0,240.0,125000.0,18.0,>60%
C,Male,3,75000.0,276.0,95000.0,49.0,39
C,Male,3,655000.0,480.0,875000.0,116.0,44
NC,Male,3,855000.0,360.0,955000.0,532.0,<20%
C,Female,3,135000.0,360.0,165000.0,41.0,40
C,Male,3,95000.0,360.0,125000.0,37.0,39
C,Sex Not Available,3,145000.0,360.0,265000.0,89.0,50%-60%
C,Joint,3,195000.0,360.0,245000.0,60.0,50%-60%
C,Joint,3,85000.0,180.0,175000.0,43.0,20%-<30%
C,Joint,3,295000.0,360.0,375000.0,58.0,47
C,Male,3,105000.0,360.0,135000.0,36.0,42
C,Joint,3,225000.0,360.0,345000.0,84.0,49
C,Male,3,145000.0,360.0,155000.0,40.0,38
C,Joint,3,225000.0,360.0,235000.0,74.0,49
C,Joint,3,265000.0,360.0,275000.0,69.0,44
C,Joint,3,75000.0,240.0,75000.0,97.0,<20%
C,Joint,3,285000.0,360.0,365000.0,190.0,20%-<30%
C,Male,3,165000.0,360.0,195000.0,68.0,>60%
C,Male,3,85000.0,240.0,95000.0,68.0,30%-<36%
C,Male,3,75000.0,360.0,75000.0,110.0,20%-<30%
C,Male,3,105000.0,360.0,85000.0,33.0,45
C,Sex Not Available,3,45000.0,180.0,45000.0,34.0,43
C,Male,3,105000.0,300.0,105000.0,45.0,50%-60%
C,Male,3,45000.0,276.0,45000.0,10.0,>60%
C,Female,3,255000.0,360.0,285000.0,150.0,50%-60%
C,Joint,3,305000.0,360.0,405000.0,105.0,>60%
C,Joint,3,295000.0,360.0,345000.0,461.0,<20%
C,Female,3,55000.0,240.0,65000.0,12.0,>60%
C,Joint,3,195000.0,360.0,205000.0,166.0,48
C,Female,3,325000.0,360.0,345000.0,100.0,38
C,Male,3,135000.0,360.0,125000.0,46.0,50%-60%
C,Female,3,455000.0,360.0,575000.0,103.0,>60%
NC,Sex Not Available,3,685000.0,360.0,855000.0,169.0,42
C,Joint,3,325000.0,360.0,335000.0,136.0,20%-<30%
C,Joint,3,345000.0,180.0,375000.0,205.0,20%-<30%
C,Joint,3,35000.0,144.0,65000.0,50.0,30%-<36%
C,Sex Not Available,3,75000.0,360.0,95000.0,16.0,>60%
C,Male,3,185000.0,276.0,185000.0,17.0,>60%
C,Female,3,85000.0,276.0,85000.0,33.0,46
C,Female,3,85000.0,360.0,225000.0,37.0,39
C,Joint,3,505000.0,180.0,905000.0,71.0,>60%
C,Male,3,65000.0,276.0,75000.0,42.0,20%-<30%
C,Joint,3,115000.0,180.0,145000.0,107.0,>60%
C,Joint,3,75000.0,360.0,85000.0,41.0,20%-<30%
C,Joint,3,25000.0,180.0,25000.0,21.0,>60%
C,Male,3,435000.0,360.0,465000.0,82.0,50%-60%
C,Female,3,125000.0,240.0,125000.0,30.0,>60%
C,Sex Not Available,3,265000.0,360.0,325000.0,50.0,46
C,Sex Not Available,3,255000.0,360.0,335000.0,49.0,48
C,Joint,3,365000.0,360.0,485000.0,59.0,>60%
C,Female,3,175000.0,360.0,185000.0,66.0,46
C,Male,3,105000.0,276.0,115000.0,77.0,>60%
C,Male,3,115000.0,360.0,125000.0,42.0,30%-<36%
C,Joint,3,175000.0,360.0,225000.0,88.0,30%-<36%
C,Joint,3,55000.0,276.0,55000.0,1108.0,<20%
C,Male,3,485000.0,360.0,755000.0,154.0,44
C,Male,3,75000.0,240.0,75000.0,32.0,39
C,Joint,3,385000.0,360.0,645000.0,118.0,45
C,Female,3,55000.0,240.0,65000.0,13.0,>60%
C,Male,3,365000.0,360.0,465000.0,81.0,46
NC,Male,3,1545000.0,360.0,1965000.0,375.0,40
NC,Joint,3,515000.0,360.0,755000.0,120.0,41
C,Joint,3,315000.0,360.0,335000.0,179.0,45
C,Joint,3,95000.0,360.0,185000.0,106.0,42
C,Male,3,145000.0,360.0,185000.0,42.0,44
NC,Joint,3,645000.0,360.0,715000.0,215.0,46
C,Male,3,195000.0,360.0,205000.0,45.0,>60%
C,Joint,3,225000.0,360.0,235000.0,66.0,43
C,Female,3,55000.0,240.0,65000.0,33.0,41
C,Joint,3,45000.0,360.0,65000.0,54.0,20%-<30%
C,Joint,3,175000.0,360.0,185000.0,80.0,30%-<36%
NC,Male,3,535000.0,360.0,855000.0,382.0,20%-<30%
C,Male,3,155000.0,360.0,155000.0,34.0,50%-60%
C,Joint,3,75000.0,276.0,65000.0,39.0,30%-<36%
C,Male,3,225000.0,360.0,255000.0,103.0,20%-<30%
C,Male,3,35000.0,360.0,45000.0,75.0,20%-<30%
C,Male,3,55000.0,360.0,65000.0,26.0,20%-<30%
C,Female,3,135000.0,360.0,125000.0,70.0,41
C,Female,3,85000.0,240.0,95000.0,30.0,50%-60%
C,Female,3,145000.0,240.0,145000.0,47.0,>60%
NC,Male,3,845000.0,360.0,1465000.0,185.0,37
C,Male,3,65000.0,360.0,65000.0,31.0,37
C,Joint,3,105000.0,300.0,105000.0,67.0,50%-60%
C,Joint,3,435000.0,360.0,455000.0,240.0,30%-<36%
C,Male,3,235000.0,180.0,255000.0,108.0,20%-<30%
C,Male,3,55000.0,240.0,65000.0,32.0,43
C,Male,3,245000.0,360.0,265000.0,82.0,47
C,Female,3,15000.0,276.0,15000.0,37.0,50%-60%
C,Male,3,55000.0,240.0,55000.0,46.0,30%-<36%
C,Sex Not Available,3,185000.0,360.0,195000.0,109.0,47
C,Joint,3,25000.0,360.0,35000.0,36.0,<20%
C,Joint,3,75000.0,276.0,75000.0,25.0,>60%
C,Female,3,55000.0,240.0,55000.0,19.0,43
C,Joint,3,95000.0,240.0,125000.0,61.0,40
C,Male,3,265000.0,360.0,335000.0,109.0,20%-<30%
C,Joint,3,75000.0,240.0,75000.0,55.0,20%-<30%
C,Male,3,195000.0,276.0,195000.0,43.0,>60%
C,Female,3,95000.0,360.0,115000.0,23.0,46
C,Female,3,225000.0,180.0,275000.0,63.0,>60%
C,Female,3,105000.0,240.0,125000.0,78.0,38
C,Joint,3,145000.0,276.0,135000.0,80.0,30%-<36%
C,Joint,3,235000.0,360.0,285000.0,56.0,>60%
C,Female,3,225000.0,300.0,225000.0,140.0,30%-<36%
C,Joint,3,435000.0,360.0,545000.0,205.0,20%-<30%
C,Female,3,155000.0,360.0,165000.0,55.0,50%-60%
C,Joint,3,445000.0,180.0,635000.0,77.0,>60%
C,Joint,3,405000.0,360.0,505000.0,120.0,38
C,Male,3,75000.0,240.0,75000.0,44.0,20%-<30%
C,Male,3,15000.0,240.0,15000.0,265.0,20%-<30%
C,Female,3,135000.0,360.0,145000.0,50.0,20%-<30%
C,Female,3,55000.0,180.0,55000.0,22.0,30%-<36%
C,Joint,3,205000.0,360.0,225000.0,92.0,50%-60%
C,Male,3,245000.0,360.0,295000.0,118.0,20%-<30%
C,Joint,3,165000.0,276.0,155000.0,63.0,>60%
C,Joint,3,285000.0,360.0,305000.0,66.0,30%-<36%
C,Male,3,205000.0,360.0,255000.0,48.0,43
C,Female,3,25000.0,276.0,25000.0,17.0,>60%
C,Joint,3,95000.0,240.0,105000.0,36.0,>60%
C,Male,3,65000.0,240.0,65000.0,36.0,44
C,Joint,3,415000.0,360.0,475000.0,193.0,41
C,Male,3,255000.0,360.0,265000.0,49.0,50%-60%
C,Joint,3,155000.0,180.0,185000.0,101.0,38
C,Male,3,175000.0,360.0,185000.0,35.0,50%-60%
C,Joint,3,245000.0,372.0,305000.0,41.0,50%-60%
C,Male,3,75000.0,360.0,75000.0,61.0,39
C,Joint,3,55000.0,276.0,55000.0,80.0,<20%
C,Female,3,105000.0,360.0,135000.0,69.0,<20%
C,Sex Not Available,3,245000.0,360.0,255000.0,36.0,50%-60%
NC,Joint,3,915000.0,360.0,1345000.0,124.0,>60%
NC,Male,3,735000.0,360.0,925000.0,372.0,30%-<36%
C,Male,3,245000.0,360.0,245000.0,73.0,40
NC,Joint,3,965000.0,360.0,1205000.0,-1932.0,>60%
C,Joint,3,55000.0,276.0,55000.0,55.0,20%-<30%
C,Female,3,45000.0,180.0,45000.0,15.0,<20%
C,Female,3,55000.0,360.0,75000.0,19.0,50%-60%
C,Joint,3,325000.0,360.0,355000.0,123.0,49
NC,Female,3,625000.0,360.0,695000.0,127.0,>60%
C,Joint,3,85000.0,240.0,85000.0,56.0,45
C,Male,3,65000.0,360.0,75000.0,26.0,50%-60%
C,Male,3,445000.0,360.0,555000.0,116.0,>60%
C,Joint,3,155000.0,360.0,155000.0,82.0,44
C,Joint,3,285000.0,360.0,355000.0,160.0,45
C,Male,3,85000.0,240.0,85000.0,38.0,46
NC,Joint,3,1005000.0,360.0,1255000.0,365.0,20%-<30%
NC,Male,3,685000.0,360.0,955000.0,25.0,>60%
C,Male,3,95000.0,240.0,85000.0,35.0,48
C,Female,3,245000.0,480.0,315000.0,98.0,50%-60%
C,Sex Not Available,3,95000.0,360.0,95000.0,66.0,30%-<36%
C,Joint,3,85000.0,276.0,75000.0,47.0,30%-<36%
NC,Joint,3,455000.0,360.0,565000.0,80.0,>60%
C,Joint,3,275000.0,372.0,305000.0,38.0,50%-60%
C,Male,3,145000.0,360.0,155000.0,39.0,48
C,Female,3,185000.0,276.0,175000.0,27.0,>60%
NC,Male,3,505000.0,372.0,565000.0,129.0,50%-60%
C,Male,3,115000.0,360.0,95000.0,41.0,20%-<30%
NC,Male,3,475000.0,372.0,555000.0,148.0,20%-<30%
C,Sex Not Available,3,85000.0,240.0,85000.0,73.0,<20%
C,Male,3,75000.0,224.0,85000.0,88.0,38
C,Female,3,55000.0,240.0,65000.0,39.0,50%-60%
C,Male,3,55000.0,180.0,65000.0,61.0,<20%
C,Female,3,45000.0,153.0,45000.0,58.0,50%-60%
C,Joint,3,335000.0,360.0,415000.0,110.0,30%-<36%
C,Female,3,75000.0,240.0,75000.0,29.0,>60%
C,Female,3,35000.0,276.0,35000.0,18.0,50%-60%
C,Male,3,205000.0,360.0,265000.0,45.0,36
C,Sex Not Available,3,75000.0,276.0,75000.0,34.0,38
C,Joint,3,225000.0,360.0,285000.0,104.0,49
C,Female,3,175000.0,360.0,195000.0,85.0,46
C,Male,3,445000.0,360.0,565000.0,120.0,41
C,Female,3,45000.0,180.0,45000.0,25.0,<20%
C,Male,3,195000.0,360.0,245000.0,78.0,38
C,Male,3,145000.0,240.0,145000.0,44.0,>60%
C,Male,3,325000.0,360.0,495000.0,35.0,>60%
C,Female,3,285000.0,360.0,295000.0,60.0,50%-60%
C,Female,3,335000.0,360.0,855000.0,112.0,50%-60%
C,Male,3,65000.0,276.0,65000.0,45.0,30%-<36%
C,Sex Not Available,3,265000.0,360.0,255000.0,135.0,20%-<30%
C,Male,3,65000.0,240.0,65000.0,199.0,30%-<36%
C,Female,3,45000.0,240.0,55000.0,53.0,30%-<36%
C,Joint,3,35000.0,240.0,35000.0,40.0,49
C,Sex Not Available,3,595000.0,360.0,745000.0,156.0,37
C,Male,3,75000.0,276.0,75000.0,57.0,47
C,Male,3,245000.0,360.0,305000.0,95.0,49
C,Male,3,85000.0,360.0,75000.0,48.0,<20%
C,Sex Not Available,3,55000.0,276.0,65000.0,50.0,20%-<30%
C,Joint,3,195000.0,240.0,195000.0,105.0,>60%
C,Female,3,55000.0,70.0,65000.0,95.0,50%-60%
C,Joint,3,465000.0,360.0,585000.0,178.0,50%-60%
C,Female,3,85000.0,276.0,85000.0,28.0,37
C,Male,3,435000.0,360.0,485000.0,163.0,50%-60%
C,Joint,3,65000.0,360.0,75000.0,29.0,50%-60%
C,Male,3,235000.0,360.0,245000.0,56.0,30%-<36%
C,Sex Not Available,3,85000.0,276.0,85000.0,58.0,30%-<36%
C,Male,3,425000.0,360.0,485000.0,89.0,45
C,Female,3,55000.0,240.0,65000.0,25.0,20%-<30%
C,Joint,3,75000.0,300.0,75000.0,36.0,<20%
C,Female,3,105000.0,360.0,115000.0,52.0,50%-60%
C,Joint,3,105000.0,240.0,105000.0,14.0,>60%
C,Joint,3,335000.0,372.0,375000.0,98.0,49
C,Male,3,345000.0,360.0,435000.0,115.0,30%-<36%
C,Joint,3,85000.0,276.0,85000.0,79.0,39
C,Joint,3,135000.0,360.0,135000.0,63.0,20%-<30%
C,Female,3,75000.0,240.0,85000.0,35.0,50%-60%
C,Female,3,135000.0,360.0,145000.0,41.0,>60%
C,Male,3,255000.0,360.0,285000.0,110.0,41
C,Female,3,145000.0,360.0,155000.0,64.0,30%-<36%
C,Female,3,235000.0,360.0,245000.0,60.0,49
C,Female,3,405000.0,360.0,445000.0,70.0,50%-60%
C,Female,3,155000.0,360.0,185000.0,41.0,38
C,Female,3,85000.0,240.0,95000.0,26.0,46
C,Female,3,95000.0,304.0,35000.0,52.0,39
C,Male,3,15000.0,240.0,15000.0,26.0,48
C,Joint,3,275000.0,360.0,305000.0,67.0,38
C,Female,3,115000.0,360.0,115000.0,69.0,38
C,Female,3,185000.0,360.0,195000.0,49.0,>60%
C,Male,3,75000.0,240.0,75000.0,15.0,>60%
C,Joint,3,245000.0,360.0,255000.0,81.0,20%-<30%
C,Male,3,235000.0,360.0,245000.0,94.0,20%-<30%
C,Male,3,65000.0,276.0,65000.0,24.0,>60%
C,Male,3,125000.0,240.0,125000.0,51.0,45
C,Male,3,115000.0,276.0,125000.0,77.0,47
NC,Male,3,1505000.0,360.0,1805000.0,1155.0,39
C,Male,3,255000.0,360.0,315000.0,72.0,39
C,Joint,3,205000.0,360.0,485000.0,138.0,20%-<30%
C,Female,3,265000.0,360.0,325000.0,34.0,>60%
C,Female,3,145000.0,360.0,155000.0,26.0,50%-60%
C,Male,3,35000.0,276.0,35000.0,0.0,>60%
C,Joint,3,395000.0,360.0,505000.0,180.0,30%-<36%
NC,Joint,3,1205000.0,360.0,1505000.0,0.0,<20%
C,Sex Not Available,3,175000.0,360.0,185000.0,48.0,50%-60%
C,Joint,3,325000.0,360.0,345000.0,171.0,20%-<30%
C,Male,3,245000.0,360.0,265000.0,44.0,46
C,Joint,3,305000.0,360.0,525000.0,65.0,50%-60%
C,Female,3,35000.0,180.0,45000.0,30.0,49
C,Female,3,65000.0,360.0,65000.0,23.0,39
C,Male,3,215000.0,360.0,235000.0,88.0,45
C,Joint,3,195000.0,360.0,215000.0,66.0,48
C,Female,3,125000.0,360.0,135000.0,68.0,49
C,Male,3,155000.0,360.0,325000.0,69.0,47
NC,Joint,3,635000.0,360.0,595000.0,0.0,<20%
C,Sex Not Available,3,85000.0,276.0,85000.0,32.0,43
C,Female,3,145000.0,360.0,395000.0,19.0,>60%
C,Joint,3,675000.0,360.0,835000.0,115.0,>60%
C,Sex Not Available,3,115000.0,360.0,145000.0,89.0,20%-<30%
C,Female,3,85000.0,360.0,105000.0,20.0,>60%
C,Female,3,225000.0,360.0,245000.0,69.0,41
NC,Joint,3,2505000.0,360.0,4305000.0,357.0,>60%
C,Male,3,65000.0,240.0,65000.0,96.0,20%-<30%
C,Joint,3,105000.0,300.0,55000.0,88.0,48
C,Joint,3,65000.0,276.0,65000.0,50.0,36
C,Joint,3,45000.0,276.0,55000.0,46.0,20%-<30%
C,Joint,3,95000.0,240.0,105000.0,41.0,>60%
C,Male,3,125000.0,276.0,135000.0,45.0,50%-60%
C,Male,3,225000.0,360.0,195000.0,88.0,<20%
C,Female,3,115000.0,360.0,135000.0,42.0,39
C,Joint,3,75000.0,240.0,85000.0,97.0,30%-<36%
C,Male,3,65000.0,240.0,75000.0,48.0,30%-<36%
C,Female,3,35000.0,276.0,35000.0,28.0,50%-60%
NC,Joint,3,1065000.0,360.0,1325000.0,6.0,>60%
C,Male,3,45000.0,360.0,55000.0,21.0,39
C,Male,3,55000.0,180.0,55000.0,108.0,39
C,Joint,3,65000.0,240.0,65000.0,53.0,50%-60%
C,Female,3,55000.0,276.0,55000.0,61.0,<20%
C,Female,3,65000.0,180.0,65000.0,33.0,20%-<30%
C,Female,3,135000.0,276.0,135000.0,28.0,>60%
C,Joint,3,35000.0,240.0,35000.0,69.0,<20%
C,Male,3,45000.0,360.0,55000.0,35.0,<20%
C,Male,3,105000.0,300.0,115000.0,43.0,36
C,Male,3,105000.0,300.0,125000.0,108.0,50%-60%
C,Sex Not Available,3,165000.0,360.0,205000.0,72.0,39
C,Male,3,285000.0,360.0,355000.0,27.0,>60%
C,Female,3,125000.0,360.0,135000.0,48.0,49
C,Joint,3,215000.0,360.0,235000.0,121.0,43
C,Female,3,95000.0,242.0,95000.0,22.0,>60%
C,Male,3,365000.0,360.0,455000.0,132.0,20%-<30%
C,Female,3,385000.0,360.0,405000.0,77.0,50%-60%
C,Joint,3,55000.0,240.0,55000.0,87.0,20%-<30%
NC,Male,3,715000.0,360.0,795000.0,465.0,30%-<36%
C,Female,3,265000.0,360.0,635000.0,65.0,>60%
C,Joint,3,285000.0,360.0,305000.0,125.0,46
C,Male,3,65000.0,360.0,75000.0,100.0,20%-<30%
C,Joint,3,25000.0,276.0,25000.0,24.0,>60%
C,Joint,3,145000.0,360.0,155000.0,79.0,20%-<30%
C,Male,3,35000.0,360.0,35000.0,23.0,<20%
C,Female,3,255000.0,360.0,315000.0,117.0,38
C,Female,3,55000.0,240.0,55000.0,36.0,30%-<36%
C,Female,3,85000.0,196.0,95000.0,19.0,>60%
C,Female,3,45000.0,240.0,55000.0,34.0,39
C,Female,3,195000.0,300.0,135000.0,38.0,<20%
NC,Joint,3,945000.0,360.0,1185000.0,215.0,50%-60%
NC,Male,3,1005000.0,360.0,1205000.0,225.0,39
C,Male,3,225000.0,360.0,225000.0,72.0,46
C,Joint,3,225000.0,360.0,265000.0,-21.0,<20%
C,Male,3,75000.0,240.0,85000.0,56.0,>60%
C,Joint,3,235000.0,360.0,245000.0,150.0,45
C,Male,3,95000.0,180.0,135000.0,33.0,30%-<36%
C,Sex Not Available,3,335000.0,360.0,355000.0,86.0,36
C,Joint,3,55000.0,240.0,65000.0,46.0,20%-<30%
C,Female,3,95000.0,240.0,105000.0,97.0,38
C,Joint,3,105000.0,180.0,155000.0,290.0,20%-<30%
C,Male,3,65000.0,276.0,65000.0,72.0,20%-<30%
C,Joint,3,115000.0,360.0,115000.0,83.0,20%-<30%
C,Female,3,115000.0,240.0,115000.0,56.0,44
C,Female,3,95000.0,360.0,115000.0,27.0,>60%
C,Joint,3,135000.0,240.0,135000.0,27.0,>60%
C,Joint,3,65000.0,276.0,55000.0,56.0,20%-<30%
C,Joint,3,355000.0,360.0,375000.0,113.0,30%-<36%
C,Joint,3,435000.0,360.0,465000.0,158.0,40
C,Sex Not Available,3,25000.0,180.0,25000.0,25.0,36
